"Release.Date","Movie","Genre","ProductionBudget","DomesticBox.Officeto.Date","Trailer","Year"
"January 1","Across the Wide Missouri","Western","","$5,500,000",NA,"1951"
"","The African Queen","Adventure","","$10,750,000",NA,"1951"
"","Call Me Mister","Musical","","$5,000,000",NA,"1951"
"","Captain Horatio Hornblower R.N.","Action","","$6,000,000",NA,"1951"
"","David and Bathsheba","","","$14,000,000",NA,"1951"
"","The Great Caruso","","","$4,500,000",NA,"1951"
"February 23","Quo Vadis?","Drama","$8,250,000","$30,000,000",NA,"1951"
"April 20","On the Riviera","Multiple Genres","","$2,500,000",NA,"1951"
"April 30","The Man in the White Suit","Comedy","","$3,874",NA,"1951"
"July 3","Strangers on a Train","Thriller/Suspense","$1,200,000","$7,000,000",NA,"1951"
"July 28","Alice in Wonderland","Musical","$3,000,000","$0",NA,"1951"
"September 18","A Streetcar Named Desire","","$1,800,000","$8,000,000",NA,"1951"
"September 24","Show Boat","","$2,300,000","$11,000,000",NA,"1951"
"November 9","An American in Paris","Musical","","$4,500,000",NA,"1951"
"December 26","Rashomon","Drama","","$96,568",NA,"1951"
"December 31","Callaway Went Thataway","","","$0",NA,"1951"
"","Pandora and the Flying Dutchman","","","$0",NA,"1951"
"","A Place in the Sun","","","$0",NA,"1951"
"","Royal Wedding","Musical","","$0",NA,"1951"
